originalLocation,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18
M-06-11,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5
M-06-12,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0
M-06-13,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5
M-06-21,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5,WRRW1W;9.5
M-06-22,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0,WRRW1W;10.0
M-06-23,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5,WRRW1W;10.5
M-06-30,9S4AF8;7,YE890X;13,63KAC1;13,F0P5OQ;8,ASG1IT;12,U95NWB;16,TNAHD4;10,8N10W9;8,QP56BU;6,JWTWL1;7,JGP0ID;14,XFQ9CP;8,SWN7AU;4,EAJXUV;8,O7AXAK;5,SWN7AU;14,ADT9MG;9,PY5UPB;13
M-06-40,5P2MVG;4,ETU70R;14,JU0ODD;12,W518XY;12,4SD17H;5,S90CD9;7,V7JUQL;16,M8W7TS;10,4ILN0A;9,37VA62;10,UHYJ3A;11,2LPO6D;5,E2ES5Z;16,7GC57K;6,8BSFSA;10,8E9F1P;11,9S4AF8;6,37VA62;8
M-07-11,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0
M-07-12,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5
M-07-13,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0
M-07-21,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0,WRRW1W;8.0
M-07-22,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5,WRRW1W;8.5
M-07-23,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0,WRRW1W;9.0
M-07-30,O7TSVL;11,PP9DNA;7,LXJQVG;13,VHQ356;13,QXS5D1;11,JEGRCL;12,WGHG3L;14,AKP0A7;10,EUMBM7;16,IPGA7X;8,IPGA7X;16,84ABYS;6,W518XY;4,TLFT43;13,V7JUQL;9,PP9DNA;10,F0P5OQ;10,LXJQVG;15
M-07-40,1ENECA;4,QVFB0Q;7,YF0X2Z;16,TLFT43;12,IYLV38;5,N6JU7C;4,F7LULH;8,WH1BJI;10,YE890X;16,F7LULH;4,QXS5D1;14,2OAVPY;12,DSQXYR;12,Y813MQ;5,AHR20O;12,F0P5OQ;12,D05ZS7;4,HCMI82;15
M-08-11,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0
M-08-12,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0,WRRW1W;12.0
M-08-13,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0,WRRW1W;14.0
M-08-21,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0,WRRW1W;11.0
M-08-22,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0,O9YFO8;7.0
M-08-23,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0,WRRW1W;13.0
M-08-30,AKP0A7;10,IAKTYD;16,DSQXYR;15,JUUL5B;9,WH1BJI;6,O9YFO8;15,AKP0A7;14,XFQ9CP;15,ZX6MUV;13,D05ZS7;6,HXQR4L;12,I2B1FH;6,U95NWB;9,4ILN0A;5,U95NWB;11,7BU1V7;14,M8W7TS;10,HI2X6U;6
M-08-40,ODZZLY;16,JU0ODD;13,69L9MX;13,QTMT7N;11,2T1DJM;13,PY5UPB;8,X0HH8Y;10,HLOISD;12,E5CISL;10,UU4A1K;4,U8203G;9,XSFSKX;12,QOMHJ2;4,KUFVRI;7,56TC1Z;7,N6JU7C;11,2T1DJM;5,SY1DDY;15
M-09-11,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5,I1KDJ0;7.5
M-09-12,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5,I1KDJ0;8.5
M-09-13,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0
M-09-21,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0,I1KDJ0;7.0
M-09-22,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0,I1KDJ0;8.0
M-09-23,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0,I1KDJ0;9.0
M-09-30,9FWH2G;11,O7AXAK;9,CD1NU9;16,0SJH1Z;4,TBCCF7;16,5IXVJ1;8,XLTRGL;10,O9YFO8;9,A7MDBC;5,TNZ1OO;13,V7JUQL;9,TLFT43;12,Q164T6;6,UMKYTJ;9,DSQXYR;4,9KZ6W1;16,J2URNJ;5,HCMI82;13
M-09-40,YRRNGL;8,YMN5EM;8,56TC1Z;11,DF3KQM;13,JHSQHS;4,I2B1FH;4,DNLEH7;4,70EPUK;7,QVFB0Q;5,E5CISL;7,I1KDJ0;9,SY1DDY;14,TOENMT;11,ZX6MUV;11,AHSNWF;14,NISP6K;6,066BOU;13,M67GNC;15
M-10-11,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0,I1KDJ0;10.0
M-10-12,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0,I1KDJ0;11.0
M-10-13,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0,I1KDJ0;13.0
M-10-21,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5,I1KDJ0;9.5
M-10-22,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5,I1KDJ0;10.5
M-10-23,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0,I1KDJ0;12.0
M-10-30,F98BNI;10,05W6TK;10,WGHG3L;5,GPBMZJ;11,ADT9MG;4,AKP0A7;8,IAKTYD;6,UDF17E;15,CST1KC;7,J2URNJ;6,WRRW1W;5,QTMT7N;11,IYV9SV;14,5IXVJ1;14,HLOISD;16,9FWH2G;5,ODZZLY;10,XFQ9CP;7
M-10-40,IYV9SV;6,AB9XBU;9,Q164T6;11,BLJLMQ;12,APQKWK;8,PC1PMV;9,I2B1FH;11,56TC1Z;12,5HQR89;11,SSQFQA;15,I1KDJ0;6,S90CD9;6,HCMI82;4,DSQXYR;7,F29V5I;11,8D9SAW;6,J3FI7N;7,0LNUOV;9
M-13-11,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0,8E9F1P;10.0
M-13-12,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0,8D9SAW;6.0
M-13-13,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0,8D9SAW;7.0
M-13-21,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5,O9YFO8;10.5
M-13-22,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0,8D9SAW;5.0
M-13-23,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5,8D9SAW;6.5
M-13-30,W518XY;10,D8AMD3;8,ETU70R;11,5HQR89;11,2T1DJM;4,APQKWK;14,HI2X6U;5,84ABYS;5,1A6YTA;7,8E9F1P;4,SWN7AU;16,8E9F1P;13,TQBVRI;4,F98BNI;4,8BSFSA;5,QM2UH1;6,X0HH8Y;8,Q164T6;11
M-13-40,HXQR4L;10,XSFSKX;4,O7TSVL;9,YXGRMP;16,6WT73N;9,066BOU;13,YXGRMP;11,XSFSKX;14,8D9SAW;14,4E0KXI;10,8BSFSA;4,PP9DNA;9,JWTWL1;16,IPGA7X;12,4E1WTK;5,69L9MX;9,JGP0ID;13,F0P5OQ;15
M-14-11,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0,5HQR89;11.0
M-14-12,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5,2OAVPY;8.5
M-14-13,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5,5P2MVG;8.5
M-14-21,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5,WH1BJI;10.5
M-14-22,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5,CD1NU9;10.5
M-14-23,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5,56TC1Z;8.5
M-14-30,122OKQ;9,5IXVJ1;11,1D2ILZ;11,3LQL9L;12,KTDZY0;15,X0HH8Y;9,AHSNWF;11,EUMBM7;6,A19092;12,JU0ODD;11,84ABYS;16,Q164T6;16,SMMRK3;6,TNAHD4;9,JWTWL1;12,T3NVTG;4,YRRNGL;13,6WT73N;7
M-14-40,DSQXYR;5,PY5UPB;15,0SJH1Z;7,QXS5D1;5,TBCCF7;8,JEGRCL;4,1A6YTA;5,5P4LRT;16,YN8OHN;13,XLTRGL;15,4ILN0A;14,TOENMT;4,1D2ILZ;13,UMKYTJ;13,84ABYS;6,ODZZLY;14,Z26SRT;14,RBKNR4;7
M-15-11,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0,8D9SAW;8.0
M-15-12,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0,8D9SAW;9.0
M-15-13,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0,8D9SAW;10.0
M-15-21,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5,8D9SAW;7.5
M-15-22,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5,8D9SAW;8.5
M-15-23,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5,8D9SAW;9.5
M-15-30,5HQR89;13,X31OGS;9,AHR20O;8,6N3PKW;14,1ENECA;14,5MNTT7;11,HXQR4L;8,Q164T6;15,MLV9BR;4,PY5UPB;14,F7LULH;16,5X8RAN;13,HOUJQN;12,X0HH8Y;10,O7TSVL;5,TB6WIP;13,O7AXAK;12,9KHDG3;12
M-15-40,Q164T6;9,XUZJ74;5,HLOISD;13,D05ZS7;6,5P2MVG;5,Z26SRT;8,H51IVV;12,F73ZE1;12,9S4AF8;4,YMN5EM;7,84ABYS;16,XFQ9CP;4,9KZ6W1;8,DNLEH7;4,H51IVV;14,CU53FM;12,ASG1IT;10,5P2MVG;12
M-16-11,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5,56TC1Z;9.5
M-16-12,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0,6N3PKW;9.0
M-16-13,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0,56TC1Z;14.0
M-16-21,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0,56TC1Z;13.0
M-16-22,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5,37VA62;10.5
M-16-23,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0,9KHDG3;10.0
